age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary
28,0,162298,2,9,1,2,3,4,1,40,1,0
35,0,144608,2,9,0,6,0,4,1,40,1,0
20,0,250630,3,10,1,11,1,4,0,20,1,0
31,0,150441,3,10,2,0,1,4,0,50,1,0
37,0,189251,0,16,2,9,4,4,0,40,1,0
64,0,260082,4,8,0,2,0,4,1,40,0,0
42,0,139126,3,10,0,12,0,4,1,40,1,1
27,0,50132,3,10,2,11,1,4,1,50,1,0
36,2,167691,3,10,1,7,4,4,0,50,1,0
36,0,77820,3,10,0,2,0,4,1,40,1,1
23,0,156513,2,9,1,5,3,2,1,40,1,0
46,0,248059,2,9,0,2,0,4,1,40,1,0
24,0,283092,4,7,1,2,1,2,1,35,0,0
22,0,175883,2,9,1,0,3,4,0,40,1,0
62,0,232308,5,13,0,3,0,4,1,40,1,1
19,0,269991,2,9,1,7,3,4,1,40,0,0
20,0,305446,2,9,1,7,3,4,1,30,1,0
47,0,120781,1,14,0,3,0,1,1,40,1,1
57,0,78707,2,9,1,0,3,4,0,40,1,0
19,0,351802,2,9,1,6,3,4,1,35,1,0
37,1,196529,1,14,0,9,5,4,0,45,1,1
35,2,175769,2,9,0,11,0,4,1,65,1,1
17,0,153021,4,8,1,11,3,4,0,20,1,0
36,1,331902,3,10,2,0,4,4,0,35,1,0
50,0,279461,3,10,0,13,0,4,1,40,1,1
35,0,145704,2,9,0,9,5,4,0,35,1,0
27,1,205499,0,16,1,9,1,4,1,77,1,0
28,0,293926,2,9,0,2,0,4,1,30,1,0
29,2,69132,3,15,2,9,1,4,1,60,1,1
25,0,113099,2,9,2,2,1,2,1,40,1,0
47,2,206947,3,12,2,3,1,4,0,67,1,0
29,1,159782,1,14,0,9,5,4,0,45,1,1
19,0,410543,2,9,1,0,1,4,0,40,1,0
49,0,34446,3,10,0,13,0,4,1,40,1,0
31,0,209101,3,15,0,9,0,4,1,25,1,1
43,1,95902,3,12,0,9,5,2,0,40,1,0
56,2,214323,4,7,0,2,0,4,1,40,1,0
42,0,236323,2,9,2,2,4,4,0,40,1,0
45,1,201127,3,10,0,9,0,4,1,56,1,1
40,0,142886,5,13,2,3,4,4,0,40,1,0
44,0,77313,3,10,2,0,4,4,0,38,1,0
17,0,212125,4,6,1,9,3,4,0,20,1,0
36,0,187098,2,9,2,0,4,4,0,40,1,0
19,0,196857,3,10,1,11,3,4,0,20,1,0
53,1,155314,2,9,0,0,5,4,0,40,1,1
72,2,203289,3,10,0,2,0,4,1,35,1,0
46,0,117059,3,11,0,13,0,0,1,60,1,0
33,0,178587,3,10,2,9,4,4,0,37,1,0
22,0,82393,4,5,1,5,3,1,1,40,0,0
17,0,145258,4,7,1,9,2,4,0,25,1,0
41,0,185145,2,9,0,12,0,4,1,45,1,1
46,0,72896,4,5,0,6,0,4,1,43,1,0
33,0,134886,2,9,1,11,3,4,0,20,1,0
32,0,223212,4,4.5,0,6,0,4,1,40,0,0
52,2,174752,2,9,2,2,1,4,1,40,1,0
27,0,230563,2,9,1,0,3,4,0,40,1,0
48,1,353824,2,9,0,10,0,4,1,72,1,1
22,0,117363,3,10,1,0,1,4,0,35,1,0
25,0,285367,2,9,2,7,1,4,1,50,1,0
60,0,139391,2,9,0,9,0,4,1,42,1,0
38,0,198170,3,11,0,11,0,4,1,40,1,0
37,0,38948,2,9,0,13,0,4,1,50,1,0
49,0,188515,3,10,2,0,4,4,0,40,1,0
40,2,177810,5,13,0,2,0,4,1,30,1,0
48,0,188432,2,9,0,6,0,4,1,46,1,1
31,0,178506,3,10,1,0,4,2,0,40,1,0
40,2,129298,2,9,0,7,0,4,1,45,1,0
25,0,165315,2,9,2,11,4,4,0,37,1,0
68,0,117236,5,13,0,3,0,4,1,45,1,1
18,0,172214,2,9,1,9,3,2,0,20,1,0
19,0,63434,4,8,1,4,3,4,0,30,1,0
35,2,140854,2,9,1,13,1,4,1,60,1,0
28,0,133043,2,9,2,0,4,4,0,50,1,0
53,0,113176,2,9,2,11,1,4,0,40,1,0
33,0,259301,3,10,0,13,0,4,1,41,1,0
20,0,196643,2,9,1,5,3,4,1,40,1,0
45,2,364365,5,13,1,11,1,4,0,35,1,0
36,0,269318,5,13,0,3,0,4,1,50,1,1
34,0,108454,3,10,0,3,0,4,1,45,1,0
32,0,171637,3,10,1,0,3,4,0,40,1,0
19,0,183589,3,10,1,13,3,4,1,25,1,0
24,0,107801,2,9,1,0,3,4,0,40,1,0
34,0,179877,3,10,0,6,0,4,1,40,1,1
32,0,168981,2,9,1,0,2,4,0,35,1,0
37,0,120590,2,9,0,2,0,4,1,45,1,1
31,0,310773,3,10,2,11,4,4,0,40,0,0
21,0,197050,3,10,1,7,3,4,0,35,1,0
47,0,159726,2,9,0,13,0,4,1,85,1,1
23,0,210797,3,10,0,2,0,4,1,40,1,0
33,0,55291,1,14,0,3,0,4,1,40,1,1
60,0,141221,5,13,0,9,0,1,1,25,0,0
17,0,276718,2,9,1,0,3,4,1,20,1,0
67,0,336163,2,9,0,5,0,4,1,24,1,0
57,0,112840,1,14,0,9,0,4,1,55,1,1
17,0,165918,4,7,1,5,3,4,1,20,0,0
53,0,165745,2,9,0,2,0,4,1,40,1,0
25,2,259299,3,10,0,2,0,4,1,50,1,1
24,1,197731,2,9,0,13,0,4,1,49,1,1
48,2,197702,3,10,0,13,0,4,1,40,1,0
51,0,162238,1,14,0,3,0,4,1,47,1,1
38,0,213260,2,9,2,10,1,2,1,40,1,0
51,0,53833,2,9,0,9,0,4,1,46,1,1
18,0,89419,2,9,1,12,3,4,0,10,1,0
23,0,119704,3,10,2,11,4,4,0,40,1,0
42,0,415887,3,10,0,2,0,4,1,60,1,1
34,0,182714,2,9,2,7,1,4,0,35,1,0
39,0,172538,2,9,1,6,4,4,1,40,1,0
20,0,220115,2,9,1,9,3,4,1,12,1,0
39,0,158956,3,10,1,7,4,2,0,40,1,0
21,2,25631,3,10,1,4,3,4,1,40,1,0
26,0,415887,4,4.5,1,2,1,4,1,40,0,0
54,1,35576,3,10,0,2,0,4,1,40,1,0
34,0,203463,3,10,2,11,1,4,0,40,1,0
32,1,317647,2,9,1,13,3,4,1,40,1,0
59,2,170411,4,4.5,0,13,0,4,1,40,1,0
24,0,174182,4,7,0,9,5,3,0,24,1,0
54,0,220055,5,13,2,11,4,4,0,40,1,0
54,0,231482,5,13,0,3,0,4,1,40,1,0
67,0,335979,2,9,2,11,1,4,0,18,1,0
33,0,279173,2,9,0,9,0,4,1,60,1,0
37,0,89559,2,9,0,0,5,4,0,40,1,0
47,0,161950,5,13,2,7,1,4,0,25,0,0
51,0,131068,2,9,2,7,1,4,0,40,1,0
45,0,219632,2,9,0,13,0,4,1,40,1,0
19,0,175507,2,9,1,7,1,4,0,30,1,0
58,2,182062,0,16,0,9,0,4,1,24,1,1
27,0,287476,2,9,1,2,1,2,1,40,1,0
36,0,206253,3,10,1,7,1,4,0,40,1,0
20,0,189203,3,12,1,9,1,4,1,40,1,0
51,0,21698,2,9,1,0,1,4,0,40,1,0
45,2,328051,1,14,1,9,1,4,0,60,1,0
32,0,356689,2,9,2,0,4,4,1,40,1,0
59,0,121865,2,9,2,7,1,2,0,40,1,0
45,2,415887,5,13,0,9,0,4,1,40,1,1
43,0,218558,2,9,0,9,0,4,1,40,1,0
54,0,288992,4,6,2,9,4,4,1,68,1,1
20,0,189740,3,10,1,9,3,4,0,32,1,0
29,1,188909,5,13,1,9,3,2,0,42,1,0
28,0,213081,4,7,1,7,1,2,0,40,0,0
18,2,157131,4,7,1,11,3,4,0,40,1,0
49,0,98010,5,13,2,9,1,4,0,50,1,0
46,0,207677,2,9,2,2,1,4,1,30,1,0
58,0,361870,2,9,0,9,0,2,1,30,1,0
56,0,266091,5,13,1,9,1,4,0,45,0,0
41,0,106627,3,12,2,3,4,2,0,50,1,0
50,2,167793,3,15,0,9,0,4,1,60,1,1
74,2,206682,3,10,0,9,0,4,1,35,1,0
30,0,243165,2,9,0,3,0,4,1,40,1,0
62,0,201928,2,9,2,2,4,2,0,40,1,0
19,0,128346,2,9,1,6,3,4,0,40,1,0
29,0,197288,2,9,0,0,5,2,0,40,1,0
20,0,169184,3,10,1,9,2,2,0,40,1,0
36,0,245521,4,4.5,0,4,0,4,1,35,0,0
36,0,129591,2,9,1,7,1,4,1,40,1,0
51,1,47415,3,12,0,0,5,4,0,30,1,0
37,2,188563,3,10,0,3,0,4,1,50,1,1
29,2,184710,2,9,0,2,0,4,1,40,1,0
17,0,63734,4,6,1,5,3,4,1,20,1,0
18,0,111256,2,9,1,0,3,4,0,20,1,0
40,2,111483,5,13,1,9,3,4,1,40,1,0
26,2,266639,5,13,1,0,1,4,0,40,1,0
42,2,93853,3,10,0,2,0,4,1,45,1,0
32,0,184207,2,9,2,2,1,4,1,40,1,0
33,0,238002,4,5,0,13,2,4,1,40,0,0
28,0,30237,3,10,1,9,4,4,0,40,1,0
43,0,196545,5,13,0,6,0,4,1,40,1,1
47,0,144844,2,9,0,2,0,4,1,40,1,0
37,0,280500,3,10,1,12,3,2,0,40,1,0
73,0,135601,5,13,0,9,0,4,1,10,1,0
37,0,409189,2,9,0,7,0,4,1,30,0,0
50,0,23686,3,10,0,0,2,4,0,35,1,1
19,0,229756,2,9,1,11,3,4,1,50,1,0
32,1,95530,3,10,0,7,0,4,1,40,1,0
44,1,73199,3,11,2,12,4,1,1,40,1,0
29,0,79481,3,10,1,12,1,4,0,40,1,0
21,0,116934,3,10,1,9,3,4,0,40,1,0
34,0,100950,3,11,1,9,4,4,0,40,0,0
44,1,56651,5,13,0,3,0,4,1,52,1,0
18,0,186954,4,7,1,7,3,4,0,20,1,0
22,0,264874,3,10,1,12,2,4,0,40,1,0
39,1,183092,0,16,2,9,1,4,0,40,1,1
26,1,273399,3,10,1,10,1,4,1,40,0,0
29,0,142443,5,13,0,9,0,4,1,25,1,0
21,0,177526,3,10,1,7,3,4,1,40,1,0
49,1,31267,5,13,0,9,0,4,1,50,1,0
24,0,321666,3,12,1,6,3,4,1,20,1,0
26,0,331861,5,13,1,3,1,4,1,60,1,0
25,0,283515,3,10,1,10,1,4,1,60,1,0
30,0,54608,3,12,0,9,0,4,1,40,1,0
52,0,162238,5,13,0,9,0,4,1,38,1,1
30,0,175931,2,9,0,2,0,4,1,40,1,0
20,0,236804,2,9,1,0,1,4,1,40,1,0
31,0,168782,2,9,2,5,1,4,1,40,1,0
44,0,227065,5,13,0,3,0,4,1,40,1,1
46,2,285335,3,10,0,11,0,4,1,60,1,1
31,0,259705,2,9,1,4,3,4,0,40,1,0
57,0,24384,4,4.5,2,7,1,4,0,10,1,0
58,0,322013,2,9,0,2,0,4,1,40,1,0
41,0,49797,2,9,0,2,0,4,1,40,1,0
23,0,52566,2,9,1,0,1,4,0,40,1,0
47,0,266275,2,9,2,7,4,4,0,40,1,0
72,2,285408,3,15,0,9,0,4,1,28,1,1
26,2,177858,5,13,2,3,1,4,1,38,1,0
45,1,183804,3,10,1,0,3,4,1,40,1,0
48,0,107231,3,15,0,3,0,4,1,50,1,1
23,0,173679,3,10,1,5,1,4,1,40,1,0
20,1,163965,2,9,1,7,4,2,0,40,1,0
18,0,173585,4,7,1,7,3,4,1,15,0,0
27,0,172009,5,13,1,3,1,4,0,40,1,0
25,0,44363,2,9,1,5,1,4,1,35,1,0
45,0,246392,2,9,1,8,4,2,0,30,1,0
53,0,167033,3,10,1,3,1,2,0,40,1,0
54,0,143822,3,10,0,2,0,4,1,45,1,1
41,0,37869,2,9,0,11,0,4,1,40,1,1
23,0,415887,4,5,1,6,2,4,1,35,0,0
17,0,239346,4,6,1,7,3,4,1,18,1,0
42,0,245975,2,9,0,2,0,4,1,40,1,0
61,0,34632,4,8,2,9,1,4,1,40,1,0
57,0,121362,3,10,2,0,4,4,0,38,1,1
21,1,24008,3,10,1,2,3,4,1,35,1,0
44,0,165492,3,10,0,11,0,4,1,40,1,1
48,0,326048,3,12,2,7,1,4,1,44,1,0
46,0,250821,3,15,2,4,4,4,1,48,1,0
37,2,154641,2,9,1,4,1,4,1,86,1,0
35,0,198202,2,9,1,3,1,4,0,54,1,0
27,1,170504,5,13,1,13,1,4,0,40,1,0
28,0,191342,3,10,1,11,1,3,1,40,0,0
19,0,238969,2,9,1,5,3,4,1,10,1,0
63,2,344128,5,13,0,11,0,4,1,50,1,1
69,0,148694,2,9,2,9,1,4,0,40,1,0
69,0,180187,3,12,2,9,1,4,0,6,0,0
36,1,168894,3,11,2,10,3,4,0,40,0,0
20,0,203263,4,8,1,7,3,4,1,35,1,0
28,1,89564,5,13,0,10,0,4,1,50,1,0
58,0,97562,2,9,0,11,5,4,0,38,1,0
48,0,336540,2,9,0,11,0,4,1,40,1,0
39,0,139647,3,10,2,3,4,4,0,56,1,0
38,0,160192,2,9,0,2,0,4,1,44,1,0
50,1,320386,3,12,2,9,1,4,0,40,1,0
35,0,32126,5,13,1,9,1,4,0,40,1,0
45,2,275445,5,13,2,3,4,4,1,50,1,0
38,2,54953,3,10,0,2,0,4,1,38,1,0
54,0,103580,3,12,2,3,4,4,0,55,1,1
42,0,245565,5,13,1,9,3,4,0,12,0,0
32,0,39223,4,6,2,2,4,2,0,40,1,0
55,1,117357,0,16,0,9,0,1,1,70,1,1
63,0,207385,3,10,0,11,0,4,1,30,1,0
21,0,355287,4,5,1,6,1,4,1,48,0,0
62,0,141218,1,14,0,9,0,4,1,30,1,1
46,1,207677,5,13,0,10,0,4,1,40,1,1
43,0,102114,3,10,1,0,4,2,0,40,1,0
35,2,60269,2,9,0,3,0,4,1,60,1,0
37,0,278632,4,5,0,13,0,4,1,40,1,0
51,0,355551,2,9,1,2,4,4,0,45,0,0
45,0,246891,5,13,0,3,0,4,1,72,0,1
19,0,124486,4,8,1,7,3,4,1,20,1,0
61,0,202106,2,9,0,9,0,4,1,40,1,1
61,0,191417,4,5,2,3,1,2,1,65,1,0
21,0,184543,2,9,1,11,1,4,0,40,1,0
45,0,122206,2,9,0,13,0,4,1,40,1,0
38,0,229015,5,13,0,3,0,4,1,50,1,1
28,0,130067,5,13,0,9,5,4,0,40,1,1
40,1,306495,5,13,0,9,0,4,1,35,1,0
32,0,232855,2,9,1,6,4,2,0,40,1,0
55,1,171328,3,10,2,0,4,2,0,35,1,0
64,0,144182,2,9,2,9,1,4,0,23,1,0
34,0,102858,2,9,2,0,4,4,1,40,1,0
19,0,199495,3,10,1,9,3,4,1,60,1,0
58,0,209438,3,10,2,7,4,2,0,40,1,0
46,0,74895,3,12,0,2,0,4,1,55,1,0
44,0,184378,3,11,0,3,0,4,1,40,1,0
31,0,415887,3,10,2,7,4,2,0,40,1,0
31,1,113688,2,9,1,6,4,4,0,40,1,0
39,0,333305,3,10,0,11,5,4,0,45,1,1
19,0,118535,4,8,1,11,3,4,0,18,1,0
56,0,76142,2,9,2,7,4,4,0,40,1,0
53,1,38795,4,5,0,3,0,4,1,40,1,0
68,0,208478,1,14,0,9,0,4,1,18,1,0
69,0,203313,2,9,2,7,1,4,0,18,1,0
62,0,247483,3,10,0,11,0,4,1,40,1,1
62,1,198686,2,9,0,7,0,4,1,40,1,0
39,0,56118,2,9,2,7,4,4,0,40,1,0
45,1,359808,3,12,1,3,1,4,1,40,1,0
29,0,231554,3,10,0,0,0,2,1,50,1,0
33,0,34848,3,10,0,7,0,4,1,40,1,0
34,0,199934,3,10,0,6,0,2,1,40,1,1
29,0,196243,2,9,1,6,1,4,0,40,1,0
65,2,66360,4,7,0,3,0,4,1,35,1,1
18,0,189487,3,10,1,11,3,4,0,35,1,0
22,0,194848,2,9,1,4,3,4,1,40,1,0
30,0,167309,5,13,0,0,0,4,1,40,1,1
44,0,192878,5,13,0,6,0,4,1,40,1,1
48,0,70209,3,10,2,9,4,4,0,20,1,0
52,1,123011,2,9,2,0,1,4,1,45,1,0
53,2,135339,5,13,0,3,0,1,1,20,0,1
48,1,415887,2,9,2,0,4,4,0,40,1,0
25,0,178478,5,13,1,0,3,4,0,40,1,0
41,0,149909,5,13,0,11,0,4,1,50,1,1
37,0,103323,2,9,1,2,1,4,1,40,1,0
55,0,239404,4,6,0,13,0,2,1,45,1,0
67,0,165082,2,9,1,0,1,4,0,38,1,0
36,0,389725,3,10,2,0,1,4,1,45,1,0
47,0,374580,2,9,2,11,1,4,0,52,1,0
36,0,187983,2,9,1,9,4,4,0,40,1,0
25,0,259300,5,13,1,11,1,4,0,16,1,0
19,0,277695,4,5,1,4,2,4,1,16,0,0
24,0,230248,4,4.5,2,6,3,4,1,40,1,0
30,2,196342,3,10,1,11,3,4,1,25,1,0
17,0,160968,4,7,1,0,3,4,1,16,1,0
28,0,115438,5,13,1,0,3,4,1,40,1,0
34,0,231043,3,11,0,0,0,4,1,45,1,0
35,0,129597,3,10,0,11,0,4,1,46,1,0
24,1,387108,3,10,0,10,0,2,1,40,1,0
43,0,105936,2,9,0,0,5,4,0,35,1,1
20,0,107242,2,9,1,6,1,2,1,40,1,0
55,0,125000,1,14,2,3,4,4,1,40,1,1
22,0,229456,3,10,1,0,3,2,0,35,1,0
20,0,230113,3,10,1,7,3,4,1,50,1,0
44,0,106698,2,9,2,7,4,4,0,40,1,0
38,0,133454,3,12,1,2,1,4,1,40,1,0
53,0,295520,4,5,2,11,4,2,0,25,1,0
26,0,151551,3,10,2,11,3,0,1,48,1,0
58,0,100313,3,10,0,10,0,4,1,40,1,1
23,0,320294,2,9,1,3,1,4,1,40,1,0
53,0,162381,4,4.5,0,13,0,4,1,50,1,0
35,0,183898,2,9,2,2,4,4,1,40,1,0
41,2,32016,2,9,0,11,0,4,1,62,1,0
31,0,117028,2,9,0,6,0,4,1,40,1,0
50,0,280278,2,9,2,9,4,2,0,40,1,0
57,0,342906,4,5,0,11,0,2,1,55,1,1
25,0,181598,4,7,0,12,0,4,1,40,1,0
23,0,224059,2,9,0,6,0,4,1,40,1,0
48,0,148549,5,13,1,3,1,4,1,50,1,0
34,0,97355,3,10,2,11,1,4,0,60,1,0
37,0,154571,3,10,0,2,0,1,1,40,1,0
43,2,140988,5,13,0,11,2,1,1,45,0,0
20,0,148409,3,10,1,11,2,4,1,20,1,0
40,1,150755,5,13,0,9,0,4,1,75,1,1
27,0,87006,3,10,0,0,5,4,0,40,1,0
35,0,112158,4,6,0,2,0,4,1,40,1,0
33,0,121488,5,13,1,11,1,4,0,40,1,0
57,1,283635,3,10,2,2,1,4,0,40,1,0
43,0,69758,3,12,0,12,0,1,1,40,1,0
40,0,199900,3,12,0,3,0,4,1,55,1,1
54,0,88019,3,10,2,13,1,4,1,55,1,0
28,0,31935,3,10,2,0,1,4,0,40,1,0
32,0,323055,2,9,0,2,0,4,1,40,1,0
49,0,189498,2,9,0,11,0,4,1,50,1,1
52,0,89041,2,9,0,2,0,4,1,40,1,0
41,0,112507,4,6,0,13,0,4,1,60,1,0
19,0,236940,2,9,1,4,3,4,1,40,1,0
33,0,278514,2,9,2,2,3,4,0,42,1,0
21,0,415887,3,10,1,9,4,4,1,40,1,0
25,0,258379,5,13,0,9,5,4,0,32,1,0
44,0,162028,4,7,2,11,4,4,0,44,1,0
20,0,197997,3,10,1,9,3,4,1,40,1,0
46,0,98350,4,6,2,7,1,1,1,37,0,0
39,0,165848,2,9,0,11,0,4,1,50,1,0
34,0,178615,2,9,1,5,1,4,1,40,1,0
19,0,228939,2,9,1,5,3,4,1,35,1,0
27,0,210498,2,9,0,2,0,4,1,40,1,1
53,0,154891,4,5,0,13,0,4,1,40,1,0
46,0,165937,3,11,2,6,4,4,1,40,1,0
23,0,138768,5,13,1,9,3,4,1,40,1,0
39,0,160120,3,10,1,6,2,1,1,40,0,0
30,0,382368,2,9,0,5,0,4,1,40,1,0
53,0,123011,1,14,0,3,0,4,1,45,1,1
33,0,119033,4,5,0,5,0,4,1,40,1,0
22,0,415887,3,10,0,3,5,4,0,40,1,0
44,0,194049,3,10,2,7,4,2,0,35,1,0
30,0,299223,3,10,2,11,4,0,0,40,1,0
66,0,174788,3,10,2,0,1,4,0,20,1,0
39,0,176101,5,13,0,2,0,4,1,40,1,0
37,0,38948,2,9,0,9,0,4,1,50,1,1
34,0,271933,2,9,0,5,5,4,0,40,1,0
17,0,122041,4,7,1,2,3,4,1,20,1,0
43,0,115932,5,13,1,11,1,4,1,60,1,1
46,0,265105,5,13,0,9,0,4,1,50,1,1
17,0,100828,4,7,1,7,1,4,1,20,1,0
60,0,121319,4,4.5,0,6,0,4,1,40,0,0
63,0,308028,1,14,0,12,0,4,1,40,1,0
42,0,213214,3,12,0,11,0,4,1,40,1,0
30,0,348618,4,5,0,2,0,3,1,40,0,0
33,0,275632,2,9,0,13,0,4,1,40,1,0
43,0,239161,3,10,0,11,0,0,1,40,1,0
20,0,215495,4,5,1,3,2,4,0,40,0,0
30,0,214063,3,10,1,4,2,2,1,72,1,0
37,0,122493,2,9,0,13,0,4,1,45,1,0
33,0,211699,3,10,2,9,4,4,0,40,1,0
49,2,175622,5,13,0,9,0,4,1,40,1,1
65,0,153522,2,9,2,7,4,4,0,17,1,0
35,0,258339,3,15,0,9,0,4,1,55,1,1
27,0,119793,5,13,0,2,0,4,1,40,1,0
33,0,133503,2,9,0,11,0,4,1,45,1,1
18,0,162840,4,8,1,11,3,4,0,20,1,0
41,1,67671,1,14,0,9,0,4,1,50,1,0
38,0,188888,5,13,1,3,1,4,1,40,1,0
45,0,140644,2,9,0,6,0,4,1,40,1,0
18,0,126154,3,10,1,9,3,4,1,40,1,0
33,0,245659,3,10,2,7,4,4,0,38,0,0
28,0,129624,2,9,1,5,1,4,1,40,1,0
47,0,104068,2,9,2,9,4,0,0,40,1,0
30,0,337908,3,12,0,0,5,2,0,20,1,0
36,0,161141,3,12,0,9,0,4,1,40,1,0
21,0,162228,2,9,1,11,3,4,1,30,1,0
44,0,116391,5,13,1,9,1,4,1,40,1,0
33,0,314310,2,9,2,11,1,4,1,20,1,0
61,0,394534,2,9,0,9,0,2,1,6,1,0
29,0,308136,3,10,0,2,0,4,1,40,1,0
45,0,194698,3,10,0,2,0,4,1,40,1,1
18,0,67793,2,9,1,9,3,4,0,60,1,0
29,1,302422,3,11,1,10,1,4,1,56,1,1
27,0,289147,5,13,1,9,3,4,0,40,1,0
21,0,229826,3,10,0,6,0,4,1,20,1,0
22,0,154235,3,10,0,9,5,4,0,35,1,0
49,2,246739,3,10,0,2,0,4,1,45,1,1
35,0,188041,3,10,0,3,0,4,1,50,1,0
47,0,187440,2,9,0,2,0,4,1,40,1,1
37,1,105266,3,10,0,13,0,4,1,40,1,0
37,0,249208,3,11,0,9,0,4,1,48,1,1
26,0,203492,2,9,2,2,1,4,1,40,1,0
18,0,71076,2,9,1,9,3,4,1,40,1,0
55,1,146477,3,10,0,2,0,4,1,45,1,0
47,0,201699,3,12,0,11,0,4,1,50,1,1
59,0,205949,2,9,2,2,4,0,0,40,1,0
70,0,90245,2,9,2,0,4,4,0,5,1,0
53,1,177647,2,9,0,12,0,4,1,40,0,1
39,0,126494,2,9,2,9,4,4,0,40,1,0
38,0,257735,4,5,0,5,0,4,1,40,1,0
33,0,415887,3,10,2,12,4,4,0,50,0,0
19,0,257343,3,10,1,9,3,4,1,40,1,0
28,0,221452,2,9,1,0,1,4,1,40,1,0
74,0,260669,4,6,2,7,1,4,0,1,1,0
40,0,192344,5,13,0,0,0,4,1,40,1,1
35,0,80479,3,11,2,11,1,4,1,40,1,0
35,2,108808,2,9,2,2,1,4,1,50,1,0
41,0,175674,3,10,0,11,0,4,1,40,1,1
38,0,272950,3,10,1,11,1,4,1,50,1,0
29,2,160786,4,6,0,2,0,4,1,35,1,1
46,2,122206,2,9,0,3,0,4,1,50,1,0
46,0,121168,2,9,2,2,1,4,0,40,1,0
40,0,209547,5,13,0,9,0,4,1,60,1,1
29,1,244473,5,13,0,3,0,4,1,40,1,1
39,0,176296,3,12,0,10,0,2,1,60,1,0
31,0,91666,2,9,1,3,3,4,1,60,1,0
50,1,191025,1,14,2,3,1,4,0,70,1,0
31,1,63704,5,13,1,9,1,4,0,40,1,0
27,0,31659,3,10,0,2,0,4,1,45,1,0
27,0,191230,3,10,1,5,1,2,1,25,1,0
28,0,56340,5,13,1,9,1,4,0,20,1,0
21,0,221157,2,9,1,7,3,2,0,30,1,0
57,1,143910,5,13,2,3,1,4,1,40,1,0
56,1,415887,1,14,2,9,1,4,0,40,1,0
22,0,61499,2,9,1,9,1,4,0,40,1,0
48,0,209182,4,4.5,2,7,4,4,0,40,0,0
36,2,107218,3,10,2,11,4,1,1,55,1,0
51,0,55500,4,8,0,13,0,4,1,40,1,0
39,1,357962,3,12,1,13,1,4,1,48,1,0
43,0,200355,2,9,0,13,0,4,1,70,1,1
38,0,320451,1,14,0,9,0,1,1,40,1,0
51,1,184542,2,9,0,6,0,4,1,40,1,0
43,1,206927,2,9,0,9,0,4,1,40,1,0
44,0,54310,1,14,0,9,0,4,1,40,1,1
35,0,208165,2,9,2,3,4,4,0,50,1,0
40,0,146908,2,9,0,9,0,4,1,40,1,1
39,0,318416,4,6,2,7,3,2,0,12,1,0
47,2,207540,4,4.5,0,2,0,4,1,40,1,0
23,0,69911,4,4.5,1,7,3,4,0,15,1,0
26,0,305304,4,7,0,6,0,4,1,40,1,0
25,1,295289,2,9,1,9,3,2,0,40,1,0
29,0,275110,3,10,2,5,1,2,1,42,1,0
30,0,339773,2,9,1,6,1,4,1,45,1,0
57,1,399246,5,13,0,0,0,1,1,40,0,0
37,2,51264,3,11,0,11,0,4,1,40,1,1
39,0,49020,5,13,0,11,0,4,1,48,1,1
37,0,178100,1,14,1,3,1,4,0,40,1,1
45,0,215943,2,9,0,9,0,4,1,40,1,0
21,0,176178,3,10,1,11,3,4,0,16,1,0
25,1,180884,3,10,0,0,5,2,0,40,1,0
61,1,130466,2,9,2,0,4,0,0,40,1,0
59,0,328525,2,9,0,0,0,4,1,15,1,0
28,0,142712,2,9,1,5,3,4,1,40,1,0
24,0,176321,3,10,1,0,4,4,0,40,1,0
47,0,145041,2,9,0,6,0,4,1,40,0,1
29,0,95423,2,9,0,13,0,4,1,80,1,0
49,2,215096,4,5,2,7,1,4,0,20,1,0
41,1,177599,5,13,2,9,4,4,0,35,1,0
33,0,123920,3,10,1,3,1,2,0,40,1,0
20,0,201490,3,10,1,9,3,4,1,40,1,0
40,0,46990,0,16,0,9,5,4,0,20,1,1
32,0,388672,3,10,2,5,1,4,1,16,1,0
48,0,149210,5,13,2,11,1,2,1,40,1,1
24,0,134787,3,10,1,11,3,4,0,40,1,0
50,0,185407,3,11,0,12,0,4,1,38,1,1
31,1,86143,2,9,1,10,2,1,1,40,1,0
23,0,41721,3,11,0,2,0,4,1,55,1,1
35,0,195744,2,9,0,7,0,4,1,40,1,0
50,1,96062,2,9,0,10,0,4,1,40,1,0
39,0,215150,4,5,2,5,1,4,1,50,1,0
52,0,270728,4,4.5,0,7,0,4,1,48,0,0
44,0,75012,2,9,0,4,0,4,1,80,1,0
43,0,206139,5,13,0,9,0,4,1,50,1,1
39,0,50700,2,9,0,9,0,4,1,40,1,0
33,0,224258,4,4.5,1,4,1,4,1,40,0,1
31,0,240441,1,14,1,3,1,4,1,40,1,1
40,2,406811,3,10,0,9,5,4,0,40,1,1
28,1,34452,3,15,0,9,0,4,1,40,1,0
19,0,361341,4,8,1,9,1,1,0,25,0,0
35,0,78247,3,11,0,2,0,4,1,50,1,0
44,0,106900,5,13,0,9,0,4,1,60,1,0
40,2,165108,5,13,0,0,0,4,1,40,0,0
20,0,406641,3,10,1,0,3,4,0,35,1,0
55,0,171467,2,9,2,2,4,2,1,48,1,1
30,0,341187,4,4.5,2,13,1,4,1,35,1,0
38,0,119177,2,9,0,11,0,4,1,55,1,1
